Name,7-year Repayment Rate,Net Price,Income Range
New Mexico State University-Main Campus,0.658842795,7931,30-75K
University of New Mexico-Valencia County Campus,0.69828135,8150,30-75K
University of New Mexico-Taos Campus,0.69828135,8744,30-75K
Western New Mexico University,0.585798817,16092,30-75K
Vaughn College of Aeronautics and Technology,0.542713568,40044,30-75K
Adelphi University,0.760928962,27986,30-75K
Adirondack Community College,0.587837838,9586,30-75K
Alfred University,0.830238727,17445,30-75K
Bard College,0.88590604,21514,30-75K
Berkeley College-New York,0.498426023,18648,30-75K
SUNY Broome Community College,0.649141631,7665,30-75K
Bryant & Stratton College-Syracuse North,0.411045943,9750,30-75K
Bryant & Stratton College-Syracuse,0.411045943,11826,30-75K
Canisius College,0.849152542,17099,30-75K
Cayuga County Community College,0.5824,6539,30-75K
Cazenovia College,0.808888889,39268,30-75K
Clarkson University,0.927184466,25729,30-75K
Clinton Community College,0.619422572,7502,30-75K
Metropolitan College of New York,0.441860465,23891,30-75K
Columbia University in the City of New York,0.834196891,4937,30-75K
Columbia-Greene Community College,0.650224215,6015,30-75K
Concordia College-New York,0.637795276,16871,30-75K
Cornell University,0.91995614,10780,30-75K
SUNY Corning Community College,0.613776138,7356,30-75K
Culinary Institute of America,0.799352751,28521,30-75K
CUNY Bernard M Baruch College,0.771498772,4696,30-75K
CUNY Borough of Manhattan Community College,0.463834673,8120,30-75K
CUNY Bronx Community College,0.494186047,7416,30-75K
CUNY Brooklyn College,0.626229508,4987,30-75K
College of Staten Island CUNY,0.571428571,7781,30-75K
CUNY City College,0.60041841,5572,30-75K
CUNY Hunter College,0.677830941,4519,30-75K
CUNY John Jay College of Criminal Justice,0.588548602,5547,30-75K
CUNY Kingsborough Community College,0.473007712,8052,30-75K
CUNY LaGuardia Community College,0.593283582,9056,30-75K
CUNY Lehman College,0.619834711,4981,30-75K
CUNY Medgar Evers College,0.493273543,8107,30-75K
CUNY New York City College of Technology,0.586614173,7044,30-75K
CUNY Queens College,0.632692308,5112,30-75K
CUNY Queensborough Community College,0.546296296,7157,30-75K
CUNY York College,0.578947368,6778,30-75K
D'Youville College,0.714285714,17997,30-75K
Daemen College,0.770448549,17815,30-75K
Dominican College of Blauvelt,0.63878327,17228,30-75K
Dutchess Community College,0.612137203,8805,30-75K
Elmira College,0.830039526,21442,30-75K
Erie Community College,0.595505618,6136,30-75K
Fashion Institute of Technology,0.793914246,11513,30-75K
Finger Lakes Community College,0.597435897,10790,30-75K
Five Towns College,0.567708333,20642,30-75K
Fordham University,0.814600232,30152,30-75K
Fulton-Montgomery Community College,0.560344828,9322,30-75K
Genesee Community College,0.619519095,7039,30-75K
Hartwick College,0.842741936,21536,30-75K
Herkimer County Community College,0.54460719,9096,30-75K
Hilbert College,0.673387097,14716,30-75K
Hobart William Smith Colleges,0.894179894,23499,30-75K
Hofstra University,0.759276879,32809,30-75K
Houghton College,0.875432526,20911,30-75K
Hudson Valley Community College,0.608215819,9047,30-75K
Iona College,0.749430524,27091,30-75K
Ithaca College,0.918809202,28257,30-75K
Jamestown Community College,0.67238422,8879,30-75K
Jefferson Community College,0.642857143,12341,30-75K
Keuka College,0.762711864,24515,30-75K
LIM College,0.682291667,36536,30-75K
Le Moyne College,0.809302326,21330,30-75K
Long Island University,0.676232065,25999,30-75K
Long Island Business Institute,0.581196581,18084,30-75K
Manhattan College,0.873817035,28530,30-75K
Manhattanville College,0.78021978,19760,30-75K
Maria College of Albany,0.612359551,17981,30-75K
Marist College,0.844859813,30741,30-75K
Marymount Manhattan College,0.691358025,34008,30-75K
Medaille College,0.646226415,11354,30-75K
Mercy College,0.51092233,15433,30-75K
Mildred Elley School-Albany Campus,0.409090909,20486,30-75K
Mohawk Valley Community College,0.624203822,8341,30-75K
Molloy College,0.770780856,26073,30-75K
Monroe College,0.432087511,11779,30-75K
Monroe Community College,0.561994609,8085,30-75K
Mount Saint Mary College,0.753048781,22096,30-75K
College of Mount Saint Vincent,0.661016949,18562,30-75K
Nassau Community College,0.544529262,5179,30-75K
Nazareth College,0.846153846,24707,30-75K
The College of New Rochelle,0.509666081,28191,30-75K
The New School,0.778434269,40521,30-75K
New York University,0.820399113,32896,30-75K
Niagara County Community College,0.610710608,5404,30-75K
Niagara University,0.803886926,16674,30-75K
North Country Community College,0.665467626,11531,30-75K
New York Institute of Technology,0.680038204,20258,30-75K
Nyack College,0.573717949,20645,30-75K
Onondaga Community College,0.594947025,8508,30-75K
Orange County Community College,0.569767442,5096,30-75K
Pace University,0.768022181,27423,30-75K
Paul Smiths College of Arts and Science,0.780487805,24846,30-75K
Pratt Institute-Main,0.788154898,43982,30-75K
Rensselaer Polytechnic Institute,0.94954955,25372,30-75K
Roberts Wesleyan College,0.81043956,22955,30-75K
Rochester Institute of Technology,0.8452237,24413,30-75K
University of Rochester,0.881838074,18653,30-75K
Rockland Community College,0.575539568,10080,30-75K
Russell Sage College,0.804812834,20380,30-75K
St Bonaventure University,0.818181818,17810,30-75K
St Francis College,0.627306273,26497,30-75K
St Lawrence University,0.927659575,17327,30-75K
The College of Saint Rose,0.781190019,21108,30-75K
St. Thomas Aquinas College,0.751592357,20282,30-75K
Sarah Lawrence College,0.848,30173,30-75K
Schenectady County Community College,0.531141869,6619,30-75K
Siena College,0.895013123,23714,30-75K
St. Joseph's College-New York,0.710879285,18413,30-75K
Saint Elizabeth College of Nursing,0.7875,25600,30-75K
Saint John Fisher College,0.835294118,24771,30-75K
St John's University-New York,0.749597855,24552,30-75K
Sullivan County Community College,0.478087649,9393,30-75K
SUNY College of Technology at Alfred,0.764344262,16161,30-75K
SUNY College of Technology at Canton,0.659090909,14020,30-75K
SUNY College of Technology at Delhi,0.703918723,15392,30-75K
SUNY College of Agriculture and Technology at Cobleskill,0.672292546,15511,30-75K
Farmingdale State College,0.770318021,8660,30-75K
SUNY Morrisville,0.658823529,17650,30-75K
SUNY at Albany,0.807583475,17189,30-75K
Binghamton University,0.83365019,17224,30-75K
University at Buffalo,0.801980198,16240,30-75K
Stony Brook University,0.807302231,14452,30-75K
SUNY Polytechnic Institute,0.78470255,12070,30-75K
SUNY College at Brockport,0.784763314,14917,30-75K
SUNY Buffalo State,0.722458917,13774,30-75K
SUNY Cortland,0.843811395,16302,30-75K
SUNY at Fredonia,0.82,14505,30-75K
SUNY College at Geneseo,0.894817073,17062,30-75K
State University of New York at New Paltz,0.814917127,15851,30-75K
SUNY Oneonta,0.857142857,14727,30-75K
SUNY College at Oswego,0.817212491,14494,30-75K
SUNY College at Potsdam,0.736600306,14380,30-75K
SUNY at Purchase College,0.737603306,18519,30-75K
SUNY College at Old Westbury,0.605603448,12093,30-75K
SUNY College at Plattsburgh,0.730277186,13788,30-75K
SUNY Empire State College,0.610660487,14471,30-75K
SUNY Maritime College,0.8046875,16436,30-75K
Syracuse University,0.882117081,24621,30-75K
Tompkins Cortland Community College,0.60904685,11602,30-75K
Touro College,0.624806202,19070,30-75K
Trocaire College,0.588888889,14170,30-75K
Ulster County Community College,0.609649123,5139,30-75K
Union College,0.894736842,15354,30-75K
Utica College,0.654343808,21152,30-75K
Villa Maria College,0.552238806,10797,30-75K
School of Visual Arts,0.791666667,42261,30-75K
Wagner College,0.864485981,23849,30-75K
Wells College,0.75862069,18539,30-75K
The College of Westchester,0.451713396,17552,30-75K
SUNY Westchester Community College,0.561027837,8588,30-75K
Yeshiva University,0.896296296,27790,30-75K
Appalachian State University,0.825313118,12278,30-75K
Asheville-Buncombe Technical Community College,0.697247706,6989,30-75K
Barton College,0.714859438,21644,30-75K
Belmont Abbey College,0.58302583,19603,30-75K
Bennett College,0.440677966,19535,30-75K
Brevard College,0.609375,25656,30-75K
Cabarrus College of Health Sciences,0.808510638,14962,30-75K
Caldwell Community College and Technical Institute,0.612716763,3295,30-75K
Campbell University,0.770247934,19329,30-75K
Cape Fear Community College,0.645901639,9537,30-75K
Catawba College,0.768292683,17243,30-75K
Catawba Valley Community College,0.700787402,8123,30-75K
Chowan University,0.494023904,16552,30-75K
Duke University,0.925824176,449,30-75K
East Carolina University,0.746728578,14799,30-75K
Elizabeth City State University,0.396373057,4036,30-75K
Elon University,0.90228013,25551,30-75K
Fayetteville State University,0.480867347,6541,30-75K
Gardner-Webb University,0.731884058,17895,30-75K
Gaston College,0.714285714,10388,30-75K
Greensboro College,0.717391304,17826,30-75K
Guilford College,0.671497585,22491,30-75K
Guilford Technical Community College,0.504155125,9068,30-75K
High Point University,0.710021322,34396,30-75K
Johnson C Smith University,0.293159609,20793,30-75K
Johnston Community College,0.685714286,6528,30-75K
Lees-McRae College,0.725409836,19828,30-75K
Lenoir-Rhyne University,0.790874525,20303,30-75K
Livingstone College,0.252475248,17590,30-75K
Louisburg College,0.435483871,24432,30-75K
Mars Hill University,0.698630137,16357,30-75K
Meredith College,0.766081871,22736,30-75K
Methodist University,0.662087912,29839,30-75K
Montreat College,0.669144981,18846,30-75K
University of Mount Olive,0.657894737,14855,30-75K
North Carolina A & T State University,0.427306273,10301,30-75K
University of North Carolina at Asheville,0.740837696,11335,30-75K
University of North Carolina at Chapel Hill,0.879676441,9119,30-75K
University of North Carolina at Charlotte,0.770282589,15369,30-75K
University of North Carolina at Greensboro,0.691391446,11540,30-75K
North Carolina Central University,0.361724501,13773,30-75K
University of North Carolina School of the Arts,0.677777778,12400,30-75K
North Carolina State University at Raleigh,0.845464135,12733,30-75K
North Carolina Wesleyan College,0.544615385,15271,30-75K
University of North Carolina Wilmington,0.739266198,16645,30-75K
William Peace University,0.637037037,21607,30-75K
University of North Carolina at Pembroke,0.598780488,12536,30-75K
Pfeiffer University,0.686346864,24768,30-75K
Queens University of Charlotte,0.699059561,17332,30-75K
Saint Augustine's University,0.370629371,25912,30-75K
Salem College,0.727777778,16299,30-75K
Shaw University,0.257709251,18896,30-75K
St. Andrews University,0.520467836,24093,30-75K
Wake Forest University,0.922077922,16854,30-75K
Warren Wilson College,0.810606061,23579,30-75K
Wingate University,0.741496599,17339,30-75K
Winston-Salem State University,0.472797928,12182,30-75K
Western Carolina University,0.727686703,14814,30-75K
Rasmussen College-North Dakota,0.497291441,19996,30-75K
Bismarck State College,0.851157663,8753,30-75K
Dickinson State University,0.877729258,9676,30-75K
University of Jamestown,0.853658537,17526,30-75K
University of Mary,0.894636015,14016,30-75K
Mayville State University,0.756345178,10573,30-75K
Minot State University,0.837792642,9991,30-75K
University of North Dakota,0.899941142,13773,30-75K
North Dakota State College of Science,0.818049491,9962,30-75K
North Dakota State University-Main Campus,0.91089613,14455,30-75K
Herzing University-Akron,0.569252078,23013,30-75K
University of Akron Main Campus,0.662430254,16885,30-75K
University of Akron Wayne College,0.662430254,7815,30-75K
Ashland University,0.791420118,18810,30-75K
Aultman College of Nursing and Health Sciences,0.772151899,21128,30-75K
Baldwin Wallace University,0.805175038,19311,30-75K
Belmont College,0.575520833,5395,30-75K
Bluffton University,0.826229508,25358,30-75K
Bowling Green State University-Firelands,0.725017718,12640,30-75K
Bowling Green State University-Main Campus,0.725017718,17187,30-75K
Capital University,0.795497186,19614,30-75K
Case Western Reserve University,0.898148148,20213,30-75K
Cedarville University,0.924778761,18332,30-75K
Central Ohio Technical College,0.594147583,10112,30-75K
Central State University,0.272493573,15237,30-75K
Cincinnati Christian University,0.725806452,20616,30-75K
University of Cincinnati-Main Campus,0.704468188,20121,30-75K
Cincinnati State Technical and Community College,0.553329024,5081,30-75K
University of Cincinnati-Clermont College,0.704468188,10665,30-75K
University of Cincinnati-Blue Ash College,0.704468188,12535,30-75K
Ohio Christian University,0.477987421,23217,30-75K
Cleveland Institute of Art,0.766233766,32075,30-75K
Cleveland State University,0.661244696,14899,30-75K
Bradford School,0.611721612,19118,30-75K
Columbus College of Art and Design,0.670682731,20889,30-75K
Cuyahoga Community College District,0.503257329,5652,30-75K
University of Dayton,0.901386749,24656,30-75K
Defiance College,0.764444444,24589,30-75K
Edison State Community College,0.63,11088,30-75K
The University of Findlay,0.805860806,20005,30-75K
Franklin University,0.658536585,20405,30-75K
Gods Bible School and College,0.677419355,9137,30-75K
Heidelberg University,0.756838906,21812,30-75K
Hiram College,0.774774775,19495,30-75K
Hocking College,0.531655225,12525,30-75K
John Carroll University,0.832524272,24120,30-75K
Kent State University at Ashtabula,0.683663267,7920,30-75K
Kent State University at East Liverpool,0.683663267,10466,30-75K
